 Note: The transition dipole moments reported below only correspond to spatial part, the spin part is not taken into account!

 Ground state electric dipole moment in X,Y,Z:    0.059559   -0.234055    0.171661 a.u.

 Transition electric dipole moment between ground state (0) and excited states (a.u.)
     i     j         X             Y             Z        Diff.(eV)   Oscil.str
    10    32    -0.0226128     0.0643663    -0.0122369     1.62420     0.00019
    10    33    -0.5116577     0.1399084     0.0058058     1.63740     0.01129
    10    34     0.0000000     0.0000000     0.0000000     1.69500     0.00000
    10    35     1.1549945    -0.1476323    -0.0562669     1.74690     0.05816
    10    36    -0.7586174     0.2799918     0.0531663     1.80310     0.02901
    10    37    -0.0111734     0.0937778     0.0124370     1.82220     0.00041
    10    38     0.0673718     0.0018478    -0.0027181     1.83470     0.00020
    10    39     0.1330634    -0.0559132    -0.0097007     1.88670     0.00097
    10    40    -0.0426590     0.0160316    -0.0068158     1.93870     0.00010
    11    11    -3.7065021    -0.9298790     0.0854239     0.00000     0.00000
    11    12     0.7140044     0.2229719     0.0026780     0.09060     0.00124
    11    13    -0.6102044    -0.0195511    -0.0015257     0.14400     0.00131
    11    14    -2.5008446     0.0699989     0.1463508     0.37030     0.05698
    11    15     1.5433345     0.4001061     0.0360472     0.39430     0.02457
    11    16    -1.2698673     0.1224888    -0.0818322     0.48220     0.01931
    11    17    -0.1754851    -0.6012448    -0.0987938     0.50130     0.00494
    11    18     0.4398945    -0.0403630    -0.0581159     0.54670     0.00266
    11    19     0.0056671    -0.0246615     0.0216617     0.71440     0.00002
    11    20    -1.5833525    -0.6161945    -0.0460751     0.83730     0.05926
    11    21     0.9720349     0.3692134     0.1037335     0.91670     0.02452
    11    22     0.6872117    -0.2407491    -0.0675199     1.11900     0.01466
    11    23    -0.7011905     0.0081629     0.0674722     1.12750     0.01371
    11    24    -0.0482261    -0.0281128    -0.0033713     1.15180     0.00009
    11    25     0.0492157    -0.0426186     0.0102343     1.16730     0.00012
    11    26     0.0977260    -0.1535209     0.0117432     1.26210     0.00103
    11    27     1.4142261     0.1384104    -0.0302259     1.30510     0.06459
    11    28     1.3714242    -0.0783905    -0.0137523     1.33240     0.06160
    11    29    -1.4038909    -0.0359158     0.0738488     1.37880     0.06681
    11    30    -0.6775333     0.0786807     0.0186920     1.39070     0.01586
    11    31    -1.8585886    -0.0880983     0.0546605     1.42010     0.12056
    11    32    -0.1131784    -0.0199488     0.0186520     1.52030     0.00050
    11    33    -0.3110070     0.0193239     0.0048346     1.53350     0.00365
    11    34     0.0000000     0.0000000     0.0000000     1.59110     0.00000
    11    35    -1.1011801     0.0917849     0.0319431     1.64300     0.04919
    11    36    -0.3841382     0.1887219     0.0034025     1.69920     0.00763
    11    37     0.0163507     0.0650437     0.0171519     1.71830     0.00020
    11    38    -0.0885655     0.0250029    -0.0274523     1.73080     0.00039
    11    39    -0.4415248    -0.0074850     0.0156130     1.78280     0.00853
    11    40     0.3745969    -0.0070012    -0.0437218     1.83480     0.00640
    12    12     0.3834239    -0.2572018     0.1004331     0.00000     0.00000
    12    13     0.3909488    -0.1101728    -0.0062626     0.05340     0.00022
    12    14     0.7631028     0.1353564    -0.0180509     0.27970     0.00412
    12    15    -0.4076149    -0.1221799     0.0041738     0.30370     0.00135
    12    16     0.4806679    -0.0507658     0.0562539     0.39160     0.00227
    12    17    -0.0034913     0.0000780     0.0008976     0.41070     0.00000
    12    18    -0.1862975    -0.0239778     0.0126081     0.45610     0.00040
    12    19    -0.2954918     0.0743765     0.0103683     0.62380     0.00142
    12    20     0.1047133     0.1103352     0.0165131     0.74670     0.00043
    12    21    -0.4545855    -0.1825729    -0.0133594     0.82610     0.00486
    12    22     0.0380803     0.0591741     0.0115110     1.02840     0.00013
    12    23    -0.3232817    -0.0898493    -0.0090840     1.03690     0.00286
    12    24     0.0000000     0.0000000     0.0000000     1.06120     0.00000
    12    25     0.5879890    -0.1733103    -0.0190403     1.07670     0.00992
    12    26    -0.2705730     0.0360515    -0.0088038     1.17150     0.00214
    12    27     0.0082654     0.0055138     0.0015237     1.21450     0.00000
    12    28    -0.0464274     0.0311409     0.0006215     1.24180     0.00010
    12    29    -0.0818876     0.0770898     0.0040110     1.28820     0.00040
    12    30     0.1579968    -0.1586954    -0.0271410     1.30010     0.00162
    12    31    -0.0311595     0.0015554     0.0026268     1.32950     0.00003
    12    32     0.3939307     0.2375495     0.0375098     1.42970     0.00746
    12    33    -0.0816585     0.1241023     0.0189462     1.44290     0.00079
    12    34     0.0000000     0.0000000     0.0000000     1.50050     0.00000
    12    35    -0.0346223     0.0073979     0.0028097     1.55240     0.00005
    12    36    -0.0083194    -0.0024351     0.0007387     1.60860     0.00000
    12    37     0.2123803     0.2367948     0.0394773     1.62770     0.00410
    12    38     0.2245719     0.3068921     0.0278810     1.64020     0.00584
    12    39    -0.1237649    -0.0550285    -0.0060549     1.69220     0.00076
    12    40    -0.0546068     0.4232797     0.1079270     1.74420     0.00828
    13    13    -1.5312137    -0.5376975     0.1114077     0.00000     0.00000
    13    14    -0.3147223     0.2422283     0.0350855     0.22630     0.00088
    13    15     0.2937441     0.0820072    -0.0265058     0.25030     0.00057
    13    16     0.3305938    -0.1440257     0.0998761     0.33820     0.00116
    13    17     0.0185729     0.5533405     0.0984439     0.35730     0.00277
    13    18     0.7508194    -0.2008552    -0.0591989     0.40270     0.00599
    13    19     0.2253977     0.0172656     0.0203870     0.57040     0.00072
    13    20     0.5832116     0.1411224     0.0130649     0.69330     0.00612
    13    21     1.0068456    -0.0370519     0.0230090     0.77270     0.01923
    13    22    -2.1989342     0.8096254     0.2329158     0.97500     0.13246
    13    23    -0.2775051    -0.1809679     0.0025029     0.98350     0.00264
    13    24     0.0239106    -0.0541840    -0.0119293     1.00780     0.00009
    13    25     0.4425921     0.0838507     0.0009119     1.02330     0.00509
    13    26    -0.1289758    -0.1266441     0.0038552     1.11810     0.00090
    13    27     1.9762936    -0.4098702    -0.1012568     1.16110     0.11617
    13    28     0.1451257    -0.0262470     0.0232309     1.18840     0.00065
    13    29    -0.4308428     0.0659327     0.0551339     1.23480     0.00584
    13    30     0.6894623     0.0871377    -0.0447162     1.24670     0.01481
    13    31     0.6639161    -0.2530330    -0.0508687     1.27610     0.01586
    13    32     0.0146599    -0.0522160    -0.0003295     1.37630     0.00010
    13    33     0.2841849    -0.0301965    -0.0217193     1.38950     0.00280
    13    34     0.0023418     0.0008734     0.0013491     1.44710     0.00000
    13    35     2.7085869    -0.2182934    -0.0627305     1.49900     0.27132
    13    36     0.0067376    -0.2319716     0.0262152     1.55520     0.00208
    13    37     0.0207898     0.1541059     0.0873335     1.57430     0.00123
    13    38    -0.1094695    -0.0137664    -0.0174493     1.58680     0.00049
    13    39     1.2835088    -0.0128278     0.0005665     1.63880     0.06615
    13    40    -0.3178831    -0.0579019    -0.0204574     1.69080     0.00434
    14    14    -5.9622443    -1.5594335     0.0645422     0.00000     0.00000
    14    15     1.0022678    -0.0126855    -0.0537149     0.02400     0.00059
    14    16    -1.3686224     0.0829713    -0.0688446     0.11190     0.00517
    14    17     0.1122489     0.0537552     0.0100082     0.13100     0.00005
    14    18     1.0246693     0.4597022     0.0250544     0.17640     0.00545
    14    19    -1.0606239    -0.0732253     0.0029347     0.34410     0.00953
    14    20    -0.1080078     0.0468946    -0.0160341     0.46700     0.00016
    14    21     1.3210894     0.2273636    -0.0477919     0.54640     0.02409
    14    22    -0.1628619    -0.1589557    -0.0388691     0.74870     0.00098
    14    23     3.3043551     0.8930418     0.0427643     0.75720     0.21738
    14    24     0.0031182     0.0088571     0.0017569     0.78150     0.00000
    14    25     0.1431275     0.0579364     0.0034446     0.79700     0.00047
    14    26     0.0980447     0.0028367    -0.0316181     0.89180     0.00023
    14    27    -1.6982343    -0.2671851    -0.0073670     0.93480     0.06769
    14    28     0.3047843     0.0237845    -0.0240936     0.96210     0.00222
    14    29     0.6805239    -0.0537288    -0.0181389     1.00850     0.01152
    14    30    -0.2905695    -0.3111415    -0.0543707     1.02040     0.00460
    14    31     1.0937745    -0.1020232    -0.0241053     1.04980     0.03105
    14    32    -0.2582974     0.0738306     0.0001002     1.15000     0.00203
    14    33     0.2702272     0.0055058    -0.0164377     1.16320     0.00209
    14    34     0.0000000     0.0000000     0.0000000     1.22080     0.00000
    14    35    -0.6545489    -0.0231317     0.0117547     1.27270     0.01338
    14    36     0.1112304    -0.0043910     0.0029821     1.32890     0.00040
    14    37     0.0740311    -0.0740167    -0.0490571     1.34800     0.00044
    14    38    -0.0449862     0.1681734    -0.0304621     1.36050     0.00104
    14    39    -0.5730718     0.1800014     0.0281176     1.41250     0.01251
    14    40     0.2686093    -0.0256819    -0.0433164     1.46450     0.00268
    15    15    -1.8123210    -0.8037786     0.0992124     0.00000     0.00000
    15    16     0.8736557    -0.1468661     0.0218386     0.08790     0.00169
    15    17     0.7324136     1.1267790     0.2134497     0.10700     0.00485
    15    18     0.5057630    -0.1171695    -0.0355302     0.15240     0.00101
    15    19    -0.1762418     0.4737722     0.0217100     0.32010     0.00201
    15    20    -1.3556534    -0.1765607     0.0310006     0.44300     0.02029
    15    21    -0.7429972    -0.6441035    -0.0818689     0.52240     0.01246
    15    22    -0.6115794    -0.1133537    -0.0428615     0.72470     0.00690
    15    23    -0.7472734    -0.3261880    -0.0820886     0.73320     0.01206
    15    24     0.3429054    -0.0792645    -0.0166391     0.75750     0.00230
    15    25    -0.0035327     0.0778268     0.0079597     0.77300     0.00012
    15    26     0.1019358     0.2217215     0.0173620     0.86780     0.00127
    15    27     1.6273035    -0.6435898    -0.1708392     0.91080     0.06898
    15    28     1.6850712     0.1458938     0.0420144     0.93810     0.06579
    15    29    -1.1159892     0.1490638     0.0762640     0.98450     0.03072
    15    30    -0.3347841    -0.1478311     0.0476145     0.99640     0.00332
    15    31    -0.8889255    -0.1590855     0.0112654     1.02580     0.02050
    15    32     0.0370743     0.0113698    -0.0157245     1.12600     0.00005
    15    33    -0.8224336     0.0821207     0.0305140     1.13920     0.01909
    15    34    -0.0416913     0.0084572    -0.0025959     1.19680     0.00005
    15    35    -3.4540603     0.1235773     0.1276864     1.24870     0.36595
    15    36     0.2353014     0.0902267     0.0104374     1.30490     0.00203
    15    37     0.1722083     0.0216844     0.0084536     1.32400     0.00098
    15    38     0.1441134    -0.0345251     0.0039480     1.33650     0.00072
    15    39     1.6953975    -0.0761017    -0.0378243     1.38850     0.09803
    15    40     0.2523986    -0.0088632    -0.0450386     1.44050     0.00232
    16    16    15.6348397    -4.7645536     1.5900476     0.00000     0.00000
    16    17     0.0005279     0.0043869     0.0014941     0.01910     0.00000
    16    18     0.2137400    -0.1247935    -0.0033320     0.06450     0.00010
    16    19    -1.0954762     0.3940869    -0.1355314     0.23220     0.00781
    16    20    -0.0962048     0.0482768     0.0116324     0.35510     0.00010
    16    21     0.5176136     0.0614703     0.0441867     0.43450     0.00291
    16    22    -0.0250932    -0.0031826     0.0032155     0.63680     0.00001
    16    23     0.3003089    -0.0170235     0.0103601     0.64530     0.00143
    16    24     0.0000000     0.0000000     0.0000000     0.66960     0.00000
    16    25    -0.0885437     0.0187123    -0.0029733     0.68510     0.00014
    16    26     0.0466578    -0.0520451    -0.0447487     0.77990     0.00013
    16    27     0.0226064     0.0106213     0.0024174     0.82290     0.00001
    16    28    -0.0779453     0.0208597    -0.0150674     0.85020     0.00014
    16    29    -0.2124624     0.0468171    -0.0327572     0.89660     0.00106
    16    30     0.2331529    -0.1423870     0.0234027     0.90850     0.00167
    16    31    -0.1222043    -0.2493391    -0.0471470     0.93790     0.00182
    16    32    -0.1356741     0.0207548    -0.0291576     1.03810     0.00050
    16    33    -0.0012207    -0.1392700    -0.0004168     1.05130     0.00050
    16    34     0.0473133     0.0402822     0.0425200     1.10890     0.00015
    16    35     0.1537970     0.1036419     0.0207659     1.16080     0.00099
    16    36    -0.1263466    -0.1107565    -0.0167982     1.21700     0.00085
    16    37     0.0002434     0.0004031    -0.0005878     1.23610     0.00000
    16    38    -0.0358688     0.0212762    -0.0060365     1.24860     0.00005
    16    39    -0.0165746     0.0330127    -0.0024644     1.30060     0.00004
    16    40     0.2130069     0.2227512     0.0206021     1.35260     0.00316
    17    17    -1.1340318    -5.2947206    -0.9315424     0.00000     0.00000
    17    18     0.0342251     0.4377939     0.0935629     0.04540     0.00022
    17    19    -0.1737198     0.0571922    -0.0047373     0.21310     0.00017
    17    20     0.3271178     0.0147089    -0.0023613     0.33600     0.00088
    17    21     0.1455075     0.0929058     0.0300750     0.41540     0.00031
    17    22    -0.1119634     0.1136377     0.0259205     0.61770     0.00040
    17    23    -0.0292628     0.0638161     0.0117114     0.62620     0.00008
    17    24    -0.7761437     0.4214774     0.0825299     0.65050     0.01254
    17    25    -0.0056708     0.0028291     0.0007877     0.66600     0.00000
    17    26     0.0591851     0.0469183     0.0040771     0.76080     0.00011
    17    27     0.3445567     0.1579863     0.0200747     0.80380     0.00284
    17    28     0.1227583    -0.1751738    -0.0266697     0.83110     0.00095
    17    29    -0.1842776    -0.0780884    -0.0148791     0.87750     0.00087
    17    30    -0.1312638    -0.1283559    -0.0146977     0.88940     0.00074
    17    31     0.2312250     0.2133145     0.0282067     0.91880     0.00225
    17    32     0.0049667    -0.0001110    -0.0012769     1.01900     0.00000
    17    33    -0.1917883     0.0253431     0.0089392     1.03220     0.00095
    17    34     0.0022800     0.0036185     0.0008947     1.08980     0.00000
    17    35    -0.6522228    -0.0867160    -0.0054597     1.14170     0.01211
    17    36    -0.0845726     0.0870110     0.0169514     1.19790     0.00044
    17    37    -0.2069289     0.0264517     0.0112590     1.21700     0.00130
    17    38     0.0565334    -0.0225788    -0.0101813     1.22950     0.00011
    17    39     0.4054738    -0.1197202    -0.0261681     1.28150     0.00563
    17    40    -0.0755130    -0.0365482    -0.0108596     1.33350     0.00023
    18    18    -2.2751845    -0.8848288     0.1032269     0.00000     0.00000
    18    19    -1.7788462    -0.0423564     0.0820609     0.16770     0.01304
    18    20    -0.5322677    -0.0887634    -0.0316141     0.29060     0.00208
    18    21     0.0559913    -0.0193369     0.0648887     0.37000     0.00007
    18    22    -0.3260795    -0.1387468    -0.0417986     0.57230     0.00179
    18    23    -0.7644190    -0.3234309    -0.0191000     0.58080     0.00981
    18    24    -0.2081037    -0.0368458     0.0013213     0.60510     0.00066
    18    25     0.2213483     0.2349286     0.0363967     0.62060     0.00160
    18    26     0.5021121    -0.0214838     0.0095296     0.71540     0.00443
    18    27    -0.3141082    -0.0977933     0.0121084     0.75840     0.00201
    18    28     1.0494193     0.3579934     0.0130893     0.78570     0.02367
    18    29     0.5474738     0.2661146     0.0006813     0.83210     0.00755
    18    30    -0.8352058    -0.4228304    -0.0713168     0.84400     0.01823
    18    31     0.5343869    -0.0045692    -0.0060848     0.87340     0.00611
    18    32     0.0480738    -0.0051750    -0.0022372     0.97360     0.00006
    18    33     0.0099352    -0.0610473     0.0021870     0.98680     0.00009
    18    34     0.0076598     0.0029720    -0.0016141     1.04440     0.00000
    18    35     0.0094598    -0.1712384    -0.0333589     1.09630     0.00082
    18    36     0.7984550    -0.1762530    -0.0090131     1.15250     0.01888
    18    37     0.1144624    -0.0342637     0.0208675     1.17160     0.00042
    18    38    -0.0626447    -0.0981530    -0.0097713     1.18410     0.00040
    18    39     0.8797900     0.0112972    -0.0100994     1.23610     0.02345
    18    40    -0.6537533    -0.0337311    -0.0202791     1.28810     0.01354
    19    19    -5.3117668    -1.5911055     0.1253275     0.00000     0.00000
    19    20     0.8562030     0.3500477     0.0546941     0.12290     0.00259
    19    21    -0.2557777     0.1200409     0.0031527     0.20230     0.00040
    19    22    -0.1653690     0.1310994     0.0421846     0.40460     0.00046
    19    23     0.0623614     0.1756892     0.0301523     0.41310     0.00036
    19    24     0.0673922     0.0074655    -0.0008269     0.43740     0.00005
    19    25     0.4591077     0.2312852     0.0343875     0.45290     0.00295
    19    26    -0.2152138    -0.1863027     0.0017413     0.54770     0.00109
    19    27     0.0001233     0.1056493     0.0151957     0.59070     0.00016
    19    28    -0.6015066    -0.0549248     0.0243875     0.61800     0.00553
    19    29     1.9543358     0.3310690     0.0338524     0.66440     0.06397
    19    30    -2.2933316    -0.4081171    -0.0242601     0.67630     0.08991
    19    31     0.2194155     0.1080661     0.0518843     0.70570     0.00108
    19    32    -0.0513632     0.0083333    -0.0046945     0.80590     0.00005
    19    33     0.7830735     0.0204776     0.0005097     0.81910     0.01231
    19    34    -0.0025939    -0.0006992    -0.0013135     0.87670     0.00000
    19    35     2.3805328     0.1805676    -0.0119326     0.92860     0.12967
    19    36    -0.0755853     0.0582819     0.0133260     0.98480     0.00022
    19    37    -0.1044610     0.0944076     0.0066634     1.00390     0.00049
    19    38    -0.2473430    -0.0265333    -0.0029772     1.01640     0.00154
    19    39    -1.0360044     0.0151611     0.0196145     1.06840     0.02811
    19    40     0.0780851    -0.2315145    -0.0370005     1.12040     0.00168
    20    20    -0.9699701    -0.6248763    -0.0071841     0.00000     0.00000
    20    21     0.0135515     0.1289052     0.0472436     0.07940     0.00004
    20    22     0.4419495    -0.3205131    -0.0409530     0.28170     0.00207
    20    23     0.3576086     0.1905490    -0.0177962     0.29020     0.00117
    20    24    -0.0168261    -0.0016884     0.0008001     0.31450     0.00000
    20    25     0.0239884     0.0212113    -0.0013440     0.33000     0.00001
    20    26    -0.3108015     0.0606925     0.0181858     0.42480     0.00105
    20    27     0.5219986     0.0340691    -0.0456172     0.46780     0.00316
    20    28    -0.5111055     0.1772703     0.0127424     0.49510     0.00355
    20    29     0.5823267    -0.0698055     0.0169249     0.54150     0.00457
    20    30    -0.2462421     0.0534841     0.0465390     0.55340     0.00089
    20    31     0.1295279     0.1762204    -0.0081138     0.58280     0.00068
    20    32     0.2356679    -0.0164945    -0.0004909     0.68300     0.00093
    20    33    -0.4498561     0.0706492     0.0010847     0.69620     0.00354
    20    34     0.0114090    -0.0016055     0.0012721     0.75380     0.00000
    20    35    -3.3798684     0.1550368     0.1202501     0.80570     0.22625
    20    36    -0.6054480     0.2034173     0.0401287     0.86190     0.00865
    20    37    -0.2925789    -0.0265972     0.0004917     0.88100     0.00186
    20    38    -0.2026060    -0.0322060     0.0134106     0.89350     0.00093
    20    39     1.3712951    -0.0349301    -0.0436844     0.94550     0.04363
    20    40    -0.1175792    -0.0377864    -0.0073676     0.99750     0.00037
    21    21    -0.9502813    -0.6849888     0.0446671     0.00000     0.00000
    21    22     0.0430305     0.0000474     0.0013680     0.20230     0.00001
    21    23    -1.9579309    -0.2995661    -0.0184132     0.21080     0.02026
    21    24     0.0217377     0.0012181    -0.0003739     0.23510     0.00000
    21    25    -0.0560040     0.0001928     0.0024845     0.25060     0.00002
    21    26    -0.3322167     0.0991191     0.0136702     0.34540     0.00102
    21    27     0.5539528    -0.1516735     0.0041556     0.38840     0.00314
    21    28     0.6342067     0.1100475     0.0017440     0.41570     0.00422
    21    29    -0.7526561     0.2095338     0.0199886     0.46210     0.00691
    21    30     0.0787796     0.1129352    -0.0022929     0.47400     0.00022
    21    31    -0.6189082     0.0275289     0.0705578     0.50340     0.00479
    21    32    -0.1742840    -0.0325087    -0.0025525     0.60360     0.00046
    21    33    -0.0203503     0.0202974     0.0360764     0.61680     0.00003
    21    34    -0.0073181    -0.0028394     0.0015421     0.67440     0.00000
    21    35     0.2345575     0.1527821     0.0034832     0.72630     0.00139
    21    36    -0.2255543     0.1297917     0.0373938     0.78250     0.00133
    21    37    -0.2108043     0.0594396     0.0374049     0.80160     0.00097
    21    38     0.0115512     0.0318744    -0.0066444     0.81410     0.00002
    21    39    -0.5155716     0.1191123     0.0092494     0.86610     0.00594
    21    40     0.2450772    -0.0512244     0.0027403     0.91810     0.00141
    22    22    -0.0746683    -0.3474213     0.1170211     0.00000     0.00000
    22    23    -0.1244149     0.4055156     0.0666760     0.00850     0.00004
    22    24     0.2012039     0.0149884    -0.0060050     0.03280     0.00003
    22    25     0.0253615    -0.0144794    -0.0030361     0.04830     0.00000
    22    26    -0.1309982    -0.1738797    -0.0445463     0.14310     0.00017
    22    27     1.1019216     0.6936101     0.1016266     0.18610     0.00778
    22    28    -0.0064204    -0.1271880    -0.0221733     0.21340     0.00009
    22    29    -0.3231463     0.0509144     0.0331036     0.25980     0.00069
    22    30    -0.0116032     0.0438544     0.0259547     0.27170     0.00002
    22    31    -0.0230699    -0.0510143     0.0254823     0.30110     0.00003
    22    32     0.1099923    -0.0148230    -0.0067736     0.40130     0.00012
    22    33     0.3418017    -0.0029514    -0.0051631     0.41450     0.00119
    22    34     0.0170729    -0.0086881     0.0016509     0.47210     0.00000
    22    35     2.1258003    -0.4757457    -0.0731613     0.52400     0.06099
    22    36     0.4489073     0.1533245     0.0446958     0.58020     0.00323
    22    37    -0.0214325     0.0930439     0.0537632     0.59930     0.00018
    22    38    -0.0347724     0.0174260    -0.0026041     0.61180     0.00002
    22    39     2.4742170    -0.4818233    -0.1034783     0.66380     0.10351
    22    40    -0.8831353     0.1237222     0.0494591     0.71580     0.01399
    23    23     0.0963165    -0.6409410     0.1184676     0.00000     0.00000
    23    24     0.1850210     0.0137398    -0.0054925     0.02430     0.00002
    23    25    -0.0154119     0.0433028     0.0096007     0.03980     0.00000
    23    26    -0.3106329    -0.1920939     0.0189509     0.13460     0.00044
    23    27    -0.2244882     0.5799563     0.0637508     0.17760     0.00170
    23    28    -0.5077465    -0.0427783    -0.0646062     0.20490     0.00132
    23    29     0.3001683    -0.2645654    -0.0489952     0.25130     0.00100
    23    30     0.2660186     0.0014801    -0.0416668     0.26320     0.00047
    23    31     0.9415604     0.3174330    -0.0230822     0.29260     0.00708
    23    32     0.0660543     0.0011111    -0.0161475     0.39280     0.00004
    23    33     0.3148266     0.0530406     0.0010180     0.40600     0.00101
    23    34     0.0000000     0.0000000     0.0000000     0.46360     0.00000
    23    35    -0.7583016     0.1107809     0.0138941     0.51550     0.00742
    23    36     0.1838165    -0.0559804    -0.0101357     0.57170     0.00052
    23    37     0.0729529    -0.1051813    -0.0513676     0.59080     0.00028
    23    38    -0.0553283    -0.0483790    -0.0092333     0.60330     0.00008
    23    39    -1.0103784     0.0372765     0.0463680     0.65530     0.01645
    23    40     0.1656003    -0.0976069    -0.0411028     0.70730     0.00067
    24    24    -0.1598234    -3.2449124    -0.5359496     0.00000     0.00000
    24    25     0.0000000     0.0000000     0.0000000     0.01550     0.00000
    24    26    -0.1058084    -0.0049075     0.0038412     0.11030     0.00003
    24    27     0.2547796     0.0211173    -0.0093226     0.15330     0.00025
    24    28    -0.1884167     0.0543230     0.0169341     0.18060     0.00017
    24    29    -0.0240875    -0.0535083    -0.0084452     0.22700     0.00002
    24    30     0.0000000     0.0000000     0.0000000     0.23890     0.00000
    24    31    -0.0206235    -0.0222411    -0.0030755     0.26830     0.00001
    24    32     0.0000000     0.0000000     0.0000000     0.36850     0.00000
    24    33     0.0000000     0.0000000     0.0000000     0.38170     0.00000
    24    34     0.0000000     0.0000000     0.0000000     0.43930     0.00000
    24    35     0.0407610    -0.0591666    -0.0135334     0.49120     0.00006
    24    36    -0.0196008    -0.0353047    -0.0065378     0.54740     0.00002
    24    37     0.0000000     0.0000000     0.0000000     0.56650     0.00000
    24    38     0.0000000     0.0000000     0.0000000     0.57900     0.00000
    24    39    -0.0249087    -0.0475535    -0.0088485     0.63100     0.00005
    24    40     0.0048844     0.0472376     0.0093550     0.68300     0.00004
    25    25    -1.9510005    -1.1583033     0.0161255     0.00000     0.00000
    25    26     0.3190871     0.2210818     0.0137091     0.09480     0.00035
    25    27    -0.0606389    -0.0149017    -0.0010247     0.13780     0.00001
    25    28     0.0069818     0.0045989     0.0114193     0.16510     0.00000
    25    29    -0.0868179    -0.0653770     0.0136974     0.21150     0.00006
    25    30    -0.0557291     0.1406879    -0.0222359     0.22340     0.00013
    25    31    -0.0063837    -0.0022612    -0.0046273     0.25280     0.00000
    25    32     2.5126763    -0.4713633    -0.1392914     0.35300     0.05669
    25    33    -1.3422853     0.1676569     0.0592518     0.36620     0.01645
    25    34     0.0000000     0.0000000     0.0000000     0.42380     0.00000
    25    35     0.0020760    -0.0107807    -0.0049277     0.47570     0.00000
    25    36    -0.0035650    -0.0012628    -0.0025841     0.53190     0.00000
    25    37    -0.6769982    -0.4044512    -0.0530674     0.55100     0.00843
    25    38    -1.2038387    -0.6520167    -0.1152318     0.56350     0.02606
    25    39    -0.4980778    -0.2344537    -0.0419968     0.61550     0.00460
    25    40    -0.8361213    -0.5073776    -0.0902249     0.66750     0.01578
    26    26     0.1372227    -0.2757964     0.1608478     0.00000     0.00000
    26    27    -0.2349592    -0.1573757    -0.0576307     0.04300     0.00009
    26    28     0.5973542     0.1853951    -0.0252713     0.07030     0.00067
    26    29    -0.0223871    -0.0525415     0.0184628     0.11670     0.00001
    26    30    -0.3331366     0.0354286    -0.0483540     0.12860     0.00036
    26    31    -0.2054383     0.0286876    -0.0021601     0.15800     0.00017
    26    32    -0.7378068    -0.0404018     0.0130751     0.25820     0.00345
    26    33    -0.1202993    -0.0508123     0.0014213     0.27140     0.00011
    26    34    -0.0191789    -0.0006075    -0.0033202     0.32900     0.00000
    26    35    -0.0202365     0.0427149    -0.0099625     0.38090     0.00002
    26    36    -0.2426571     0.0327424    -0.0019688     0.43710     0.00064
    26    37    -0.1059311    -0.1078053     0.0097445     0.45620     0.00026
    26    38    -0.2393562     0.0350434     0.0269118     0.46870     0.00068
    26    39     0.2907101    -0.1696390     0.0094792     0.52070     0.00145
    26    40     0.0329446    -0.1076743     0.0104711     0.57270     0.00018
    27    27     1.1016268     0.1932845     0.2114277     0.00000     0.00000
    27    28    -0.4428131    -0.2405532    -0.0005620     0.02730     0.00017
    27    29    -0.5084091     0.2162573    -0.0251081     0.07370     0.00055
    27    30     0.0948527     0.2108541     0.0154379     0.08560     0.00011
    27    31    -0.0482585     0.0334279     0.0193669     0.11500     0.00001
    27    32    -0.1147567    -0.0232640     0.0081411     0.21520     0.00007
    27    33    -0.3628588    -0.0065015     0.0404608     0.22840     0.00075
    27    34    -0.0087318     0.0028294    -0.0011113     0.28600     0.00000
    27    35     1.1460867     0.1250830    -0.0344805     0.33790     0.01101
    27    36    -0.2080505    -0.0444021     0.0275177     0.39410     0.00044
    27    37    -0.0759574    -0.0087737     0.0138798     0.41320     0.00006
    27    38     0.0325912    -0.0445356    -0.0191101     0.42570     0.00004
    27    39    -1.0708589     0.3225579     0.0909183     0.47770     0.01474
    27    40     0.4094875    -0.0874240    -0.0005583     0.52970     0.00228
    28    28     2.5184635     0.4866246     0.1034604     0.00000     0.00000
    28    29    -1.5463563     1.3325713     0.0357413     0.04640     0.00474
    28    30     0.4187122     1.0469902    -0.0263244     0.05830     0.00182
    28    31    -1.7087508    -0.3926023     0.0400523     0.08770     0.00661
    28    32    -0.0867703     0.0201221     0.0073080     0.18790     0.00004
    28    33    -0.2363381    -0.0391685     0.0287524     0.20110     0.00029
    28    34     0.0000000     0.0000000     0.0000000     0.25870     0.00000
    28    35     1.7207231    -0.1195665    -0.0698925     0.31060     0.02268
    28    36    -0.8187971     0.0191183     0.0498244     0.36680     0.00605
    28    37    -0.4897540    -0.0804794     0.0976058     0.38590     0.00242
    28    38    -0.1010066     0.1209309    -0.0230445     0.39840     0.00025
    28    39    -0.0843709    -0.1110963     0.0139348     0.45040     0.00022
    28    40     0.0182330     0.0130937    -0.0000995     0.50240     0.00001
    29    29     2.4135721     1.5076837     0.0822826     0.00000     0.00000
    29    30     1.6238440     2.0458219    -0.0286544     0.01190     0.00199
    29    31     0.1064980    -0.6913439     0.0207319     0.04130     0.00050
    29    32     0.0686907     0.0341092    -0.0360316     0.14150     0.00002
    29    33     0.1665154     0.0289842    -0.0334633     0.15470     0.00011
    29    34     0.0000000     0.0000000     0.0000000     0.21230     0.00000
